student_id,date,week_num,is_weekend,is_deadline_week,sleep_hours,focus_minutes,activity_steps,stress_level,mood_score,caffeine_drinks,social_hours,goal_completion_rate,burnout_score,sleep_debt,stress_mood_ratio,productivity_index
STU_0457,2023-12-03,14,1,1,4.57,75.8,8154.0,6.0,3.5,2.9,1.9,0.4777334832581594,0.41,3.4299999999999997,1.6666666666666665,0.30767833333333333
STU_0046,2023-11-30,13,0,0,4.31,54.1,8262.0,6.5,1.0,3.6,1.29,0.5901674245629019,0.534,3.6900000000000004,5.909090909090908,0.27151416666666667
STU_0177,2023-11-13,11,0,0,3.52,76.4,6189.0,7.7,1.0,3.6,1.77,0.636075451421124,0.556,4.48,7.0,0.23110333333333333
STU_0011,2023-12-18,16,0,1,3.97,97.6,5969.0,6.2,4.8,3.6,1.0,0.4401084581395144,0.586,4.029999999999999,1.2653061224489797,0.2952533333333333
STU_0008,2023-11-18,12,1,1,6.98,69.4,10146.0,5.6,3.8,1.8,0.86,0.3089335306082302,0.389,1.0199999999999996,1.435897435897436,0.3395716666666667
STU_0415,2023-12-28,17,0,0,7.25,53.7,3053.0,4.4,3.8,2.6,1.97,0.4750772075367652,0.297,0.75,1.1282051282051284,0.2646441666666667
STU_0443,2023-11-25,13,1,0,5.99,0.0,12495.0,6.0,3.2,2.7,1.52,0.5978094106184655,0.289,2.01,1.8181818181818181,0.28659999999999997
STU_0276,2023-12-13,15,0,1,3.02,29.9,6641.0,9.7,1.2,4.2,1.28,0.285360211583253,0.625,4.98,7.461538461538461,0.1286925
STU_0225,2023-11-05,10,1,0,5.86,4.2,8828.0,6.8,1.3,3.2,0.9,0.5247342974808807,0.389,2.1399999999999997,4.857142857142857,0.2180816666666667
STU_0267,2023-12-29,18,0,0,6.44,54.3,4317.0,6.3,3.6500000000000004,4.0,0.0,0.6818070287727818,0.417,1.5599999999999996,1.6799999999999997,0.2251225
STU_0398,2023-11-14,11,0,0,7.74,50.8,6658.0,4.9,3.7,2.9,0.37,0.558532539673755,0.311,0.2599999999999998,1.2894736842105263,0.29469
STU_0383,2023-11-18,12,1,1,6.26,15.2,8008.0,10.0,1.0,4.1,0.07,0.4848588999420419,0.491,1.7400000000000002,9.09090909090909,0.12260666666666667
STU_0459,2023-11-17,12,0,1,5.62,47.4,4076.0,8.2,1.7,3.4,0.07,0.2475283340574015,0.472,2.38,4.555555555555555,0.15772166666666668
STU_0264,2023-10-06,6,0,0,7.07,83.7,6660.0,3.9,5.5,2.2,0.62,0.7294098993304055,0.284,0.9299999999999997,0.6964285714285715,0.3589875
STU_0390,2023-10-21,8,1,1,6.755000000000001,47.6,8811.0,4.0,6.7,2.0,0.97,0.4609005481499697,0.416,1.2449999999999992,0.5882352941176471,0.34706333333333333
STU_0391,2023-09-18,3,0,1,5.89,76.8,6710.0,8.7,2.8,4.5,0.88,0.5829265209109868,0.391,2.1100000000000003,3.0,0.20846666666666672
STU_0193,2023-09-06,1,0,0,7.04,57.5,5179.0,2.1,5.5,1.6,1.9,0.4859025245418921,0.085,0.96,0.37500000000000006,0.36594916666666666
STU_0258,2023-11-12,11,1,0,6.26,10.0,6705.0,6.6,1.9,2.7,0.52,0.3462587542258861,0.369,1.7400000000000002,3.3,0.2018166666666667
STU_0008,2023-10-25,8,0,1,6.33,106.4,7685.0,3.0,4.7,1.6,1.31,0.7638223409955398,0.386,1.67,0.625,0.4233
STU_0286,2023-10-03,5,0,0,4.6,37.8,6650.5,6.3,1.7,2.6,0.81,0.4698032287730084,0.435,3.4000000000000004,3.5,0.23904833333333336
STU_0260,2023-12-19,16,0,1,3.66,67.8,3848.0,10.0,1.0,3.8,0.86,0.4476268768833416,0.732,4.34,9.09090909090909,0.12193166666666666
STU_0143,2023-12-26,17,0,0,5.39,80.4,6364.0,6.6,3.6,3.2,0.89,0.4960180984165181,0.527,2.6100000000000003,1.7837837837837835,0.27060333333333336
STU_0178,2023-11-22,12,0,1,6.92,91.9,2824.0,8.7,3.5,5.6,0.87,0.4450089171229826,0.474,1.08,2.4166666666666665,0.17238250000000005
STU_0010,2023-09-27,4,0,0,6.02,42.2,4119.0,4.8,4.4,4.3,1.21,0.1947301754323033,0.424,1.9800000000000004,1.0666666666666667,0.2548783333333333
STU_0256,2023-10-10,6,0,0,5.07,55.1,7524.0,6.7,1.0,4.0,1.7,0.3580447015229334,0.4,2.9299999999999997,6.090909090909091,0.25671583333333337
STU_0417,2023-09-13,2,0,0,6.73,40.2,5858.0,3.8,2.5,2.7,1.01,0.5471511943627323,0.24,1.2699999999999996,1.4615384615384615,0.3059816666666667
STU_0340,2023-10-06,6,0,0,6.89,28.1,8949.0,8.5,1.0,4.4,0.13,0.3900679113300033,0.353,1.1100000000000003,7.727272727272727,0.19359083333333335
STU_0096,2023-11-21,12,0,1,2.86,62.2,4338.0,10.0,1.0,4.0,1.35,0.5921876188077166,0.687,5.140000000000001,9.09090909090909,0.12263166666666667
STU_0361,2023-11-15,11,0,0,5.69,2.4,6578.5,6.0,2.1,3.0,1.51,0.3432027141817971,0.388,2.3099999999999996,2.727272727272727,0.21021333333333334
STU_0020,2023-10-06,6,0,0,6.81,68.6,4255.0,5.0,3.0,3.6,1.74,0.4564859317126408,0.367,1.1900000000000004,1.6129032258064515,0.27819166666666667
STU_0356,2023-10-23,8,0,1,4.39,67.2,6328.0,9.0,1.0,4.1,1.62,0.4368578603022481,0.568,3.6100000000000003,8.181818181818182,0.18437333333333336
STU_0247,2023-12-02,14,1,1,6.4,63.7,10886.0,7.2,4.9,4.1,1.99,0.3785423666086759,0.448,1.5999999999999996,1.44,0.2955008333333334
STU_0075,2023-09-06,1,0,0,6.4,55.5,3682.0,6.1,4.0,2.5,1.96,0.4796387090807548,0.373,1.5999999999999996,1.4878048780487805,0.22390583333333333
STU_0383,2023-10-08,6,1,0,6.19,2.6,6390.0,8.3,1.2,3.9,0.43,0.2632146430198321,0.433,1.8099999999999996,6.384615384615385,0.1389083333333333
STU_0101,2023-10-09,6,0,0,6.13,60.6,4951.0,5.8,4.3,3.0,0.67,0.5303796175167935,0.346,1.87,1.3181818181818183,0.25513833333333336
STU_0342,2023-11-24,13,0,0,5.2,45.7,7610.0,2.5,4.4,2.6,0.69,0.5693732828575291,0.204,2.8,0.5555555555555556,0.3740708333333333
STU_0058,2023-12-04,14,0,1,3.46,40.2,6318.0,10.0,1.1,6.1,1.24,0.4206523888287854,0.625,4.54,8.333333333333332,0.126115
STU_0420,2023-12-18,16,0,1,4.59,53.9,4955.0,7.7,1.0,4.3,0.0,0.6536844505280985,0.386,3.41,7.0,0.1912125
STU_0405,2023-10-15,7,1,1,3.0,0.0,6968.0,8.8,1.7,4.6,1.21,0.3411245148818195,0.586,5.0,4.888888888888889,0.12890666666666664
STU_0330,2023-12-09,15,1,1,5.54,33.3,5165.0,7.4,2.1,3.4,1.89,0.5780899380884776,0.481,2.46,3.3636363636363633,0.18155416666666668
STU_0450,2023-11-05,10,1,0,5.96,43.3,6674.0,4.3,4.2,3.4,1.43,0.3908105866251283,0.356,2.04,1.0,0.3050908333333333
STU_0394,2023-12-06,14,0,1,5.44,101.2,6125.0,6.4,4.6,2.9,1.2,0.760372908846797,0.497,2.5599999999999996,1.3617021276595747,0.2950833333333333
STU_0287,2023-11-13,11,0,0,6.82,85.3,12139.0,1.9,7.6,2.7,1.0,0.667543234807843,0.174,1.1799999999999997,0.24675324675324675,0.4937075
STU_0045,2023-12-09,15,1,1,4.58,0.0,11444.0,9.9,1.0,5.0,0.99,0.246048954939629,0.496,3.42,9.0,0.15558666666666668
STU_0183,2023-12-19,16,0,1,5.93,82.3,3721.0,7.6,3.1,5.0,1.51,0.5383238667317838,0.532,2.0700000000000003,2.3749999999999996,0.20734249999999999
STU_0346,2023-09-09,2,1,0,5.76,16.3,10346.0,6.9,1.0,3.9,1.46,0.4399391059319792,0.397,2.24,6.2727272727272725,0.2479258333333333
STU_0098,2023-11-24,13,0,0,5.65,68.9,4362.0,6.1,3.8,3.9,1.065,0.6784223971992682,0.451,2.3499999999999996,1.564102564102564,0.24693083333333332
STU_0197,2023-09-05,1,0,0,6.56,40.7,8222.0,3.8,4.1,3.8,1.49,0.3128470488740525,0.249,1.4400000000000004,0.9047619047619049,0.3380225
STU_0080,2023-11-25,13,1,0,6.07,21.5,9720.0,5.7,3.5,3.3,0.8,0.4750167994672684,0.297,1.9299999999999997,1.5833333333333333,0.28099583333333333
STU_0370,2023-11-06,10,0,0,5.46,71.5,4886.0,4.7,2.7,0.9,1.74,0.5622457501033372,0.417,2.54,1.6785714285714284,0.29862583333333337
STU_0489,2023-09-09,2,1,0,7.94,53.1,6595.0,3.1,7.9,2.8,1.65,0.6048646093076673,0.102,0.05999999999999961,0.3875,0.35024583333333337
STU_0472,2023-10-13,7,0,1,4.77,33.1,2499.0,7.6,1.0,2.4,1.91,0.3145742392957443,0.523,3.2300000000000004,6.909090909090908,0.13979916666666664
STU_0380,2023-12-10,15,1,1,4.04,57.3,7730.0,10.0,1.0,4.5,0.17,0.4680813874552897,0.623,3.96,9.09090909090909,0.16275416666666667
STU_0347,2023-11-03,10,0,0,6.43,67.4,5906.0,6.4,2.4,3.1,1.15,0.3423750374161775,0.339,1.5700000000000003,2.56,0.256955
STU_0401,2023-09-25,4,0,0,6.71,109.8,6817.0,1.5,6.9,3.2,1.26,0.7053550050777693,0.244,1.29,0.21428571428571427,0.46026833333333333
STU_0387,2023-09-01,1,0,0,5.47,24.1,3280.0,5.1,1.9,4.3,1.1,0.3661353643000351,0.407,2.5300000000000002,2.55,0.21583750000000002
STU_0171,2023-11-05,10,1,0,5.89,67.0,6374.0,3.5,4.5,3.0,1.55,0.7097610135033694,0.241,2.1100000000000003,0.7608695652173914,0.34977833333333336
STU_0270,2023-11-05,10,1,0,7.03,74.5,9431.0,4.9,3.9,2.6,1.6,0.5141077859512808,0.365,0.9699999999999998,1.225,0.35635083333333334
STU_0192,2023-09-11,2,0,0,8.28,103.4,4739.0,2.8,5.55,1.6,1.34,0.5806642048072357,0.285,-0.27999999999999936,0.49557522123893805,0.386895
STU_0234,2023-09-25,4,0,0,7.21,56.6,6787.0,6.1,4.4,2.2,1.69,0.5395279897613817,0.301,0.79,1.3555555555555554,0.26645166666666664
STU_0298,2023-10-28,9,1,0,6.1,35.8,7927.0,3.9,4.8,1.4,1.225,0.6064189900870924,0.207,1.9000000000000004,0.7959183673469389,0.32598499999999997
STU_0351,2023-11-25,13,1,0,4.57,54.2,5992.0,6.1,3.7,3.3,0.58,0.2473964477595577,0.5,3.4299999999999997,1.6052631578947367,0.25335166666666664
STU_0053,2023-10-17,7,0,1,6.02,60.0,8802.0,7.2,3.8,3.0,1.46,0.3815226316883104,0.464,1.9800000000000004,1.8461538461538463,0.26386000000000004
STU_0075,2023-12-16,16,1,1,5.21,38.3,7273.0,8.0,2.9,3.5,0.54,0.31928464699803,0.482,2.79,2.6666666666666665,0.19686916666666665
STU_0250,2023-09-29,5,0,0,4.92,66.4,9196.0,9.3,1.0,4.1,0.11,0.6410102939983462,0.59,3.08,8.454545454545455,0.21278
STU_0222,2023-11-16,11,0,0,7.83,83.0,4784.0,4.3,3.5,3.8,2.41,0.648015419251563,0.335,0.16999999999999993,1.1944444444444444,0.321245
STU_0440,2023-12-13,15,0,1,4.79,54.3,7340.0,8.7,1.7,3.2,0.0,0.3002048482488022,0.642,3.21,4.833333333333333,0.1934291666666667
STU_0278,2023-11-19,12,1,1,4.07,0.0,8491.0,8.4,1.0,4.5,0.66,0.3152144884019648,0.505,3.9299999999999997,7.636363636363636,0.16121333333333332
STU_0150,2023-10-23,8,0,1,4.47,69.4,6960.0,9.3,2.4,4.4,1.08,0.4663662381186012,0.639,3.5300000000000002,3.72,0.18609166666666668
STU_0162,2023-10-12,6,0,0,6.66,18.2,7476.0,8.0,2.3,2.6,0.4,0.4728880641717985,0.445,1.3399999999999999,3.3333333333333335,0.17863833333333334
STU_0166,2023-12-05,14,0,1,4.57,85.7,4864.0,7.8,1.7,3.7,2.87,0.6398346381908262,0.552,3.4299999999999997,4.333333333333333,0.22012416666666668
STU_0313,2023-10-09,6,0,0,6.67,54.1,6583.0,8.4,1.5,3.2,0.89,0.3637209865950963,0.404,1.33,5.25,0.1921275
STU_0420,2023-12-06,14,0,1,5.4350000000000005,43.4,5401.0,8.7,1.0,2.8,1.06,0.3416094195148708,0.568,2.5649999999999995,7.909090909090907,0.1562216666666667
STU_0341,2023-10-23,8,0,1,5.26,85.1,7752.0,5.2,4.8,3.0,0.76,0.4195404803613288,0.364,2.74,1.0612244897959184,0.33600583333333334
STU_0035,2023-10-06,6,0,0,6.53,49.4,5331.0,8.1,3.0,4.1,0.16,0.276359240939259,0.417,1.4699999999999998,2.6129032258064515,0.17953833333333336
STU_0300,2023-11-23,12,0,1,6.66,122.7,6120.0,6.0,5.6,4.7,1.27,0.7240488622913411,0.424,1.3399999999999999,1.0526315789473686,0.3294125
STU_0380,2023-12-23,17,1,0,5.59,59.3,8351.0,7.6,1.0,4.2,0.0,0.5785199756384827,0.578,2.41,6.909090909090908,0.2451175
STU_0136,2023-10-04,5,0,0,7.09,103.6,6154.0,2.3,6.6,3.8,1.28,0.5924071382188026,0.33,0.9100000000000001,0.34328358208955223,0.42096999999999996
STU_0171,2023-10-14,7,1,1,5.35,4.0,6753.0,10.0,1.0,4.2,0.2,0.2310844176363269,0.517,2.6500000000000004,9.09090909090909,0.09420666666666667
STU_0276,2023-10-14,7,1,1,4.83,3.1,9551.0,10.0,1.4,5.1,0.65,0.4671167081833799,0.457,3.17,6.666666666666667,0.13057583333333336
STU_0094,2023-11-23,12,0,1,4.05,63.3,4377.0,8.5,3.3,3.25,2.39,0.2787676676881417,0.457,3.95,2.5,0.16929750000000002
STU_0480,2023-12-05,14,0,1,7.52,98.1,6095.0,6.3,4.3,1.3,0.0,0.54419539912127,0.428,0.4800000000000004,1.4318181818181819,0.2944541666666667
STU_0461,2023-10-17,7,0,1,5.2,86.4,7785.0,10.0,1.0,4.9,2.1,0.2934361850353103,0.622,2.8,9.09090909090909,0.19380000000000003
STU_0370,2023-12-15,16,0,1,4.2,97.7,4120.0,8.5,1.7,3.6,1.45,0.5797072685863219,0.694,3.8,4.722222222222222,0.20170416666666668
STU_0098,2023-10-22,8,1,1,4.75,31.9,8044.0,5.0,3.5,2.0,1.71,0.4549301382403435,0.339,3.25,1.3888888888888888,0.2904825
STU_0164,2023-10-05,5,0,0,6.65,37.5,8191.0,7.8,1.0,3.4,0.76,0.3793055137580974,0.406,1.3499999999999996,7.09090909090909,0.21427583333333333
STU_0329,2023-12-09,15,1,1,4.67,2.2,10166.0,9.6,1.0,3.7,1.32,0.2264306803111238,0.566,3.33,8.727272727272727,0.14983833333333335
STU_0336,2023-11-29,13,0,0,5.74,93.4,6891.0,9.1,1.0,4.6,0.0,0.4113673370320517,0.595,2.26,8.272727272727272,0.2161716666666667
STU_0321,2023-09-01,1,0,0,6.11,105.4,5262.0,2.0,5.9,1.2,1.42,0.5525077195246948,0.232,1.8899999999999997,0.3333333333333333,0.41995166666666667
STU_0409,2023-09-13,2,0,0,7.19,83.5,6421.0,3.7,4.5,3.2,2.74,0.6878410331049281,0.277,0.8099999999999996,0.8043478260869567,0.3615925
STU_0216,2023-11-18,12,1,1,6.47,69.0,11763.0,7.1,4.6,3.9,1.49,0.4293064118092054,0.347,1.5300000000000002,1.5106382978723405,0.315715
STU_0432,2023-10-10,6,0,0,6.45,32.9,5049.0,2.4,4.2,2.1,1.44,0.4168467275351135,0.27,1.5499999999999998,0.5581395348837209,0.32959083333333333
STU_0346,2023-11-26,13,1,0,7.44,11.5,6505.0,7.2,1.6,5.0,1.12,0.4011713880451666,0.31,0.5599999999999996,4.235294117647059,0.1827125
STU_0419,2023-10-21,8,1,1,6.4,47.8,6693.0,6.4,4.6,4.6,0.47,0.3617976378644191,0.345,1.5999999999999996,1.3617021276595747,0.24703166666666665
STU_0406,2023-10-18,7,0,1,5.84,90.3,6691.0,6.0,3.6,4.8,0.54,0.5190994577758182,0.402,2.16,1.6216216216216215,0.3032758333333333
STU_0311,2023-09-07,1,0,0,5.14,79.0,5366.0,3.1,5.6,1.3,0.0,0.5284571568009764,0.329,2.8600000000000003,0.5438596491228072,0.36083833333333337
STU_0227,2023-10-25,8,0,1,4.76,111.0,6426.0,5.1,4.7,2.8,2.88,0.4962510542687305,0.569,3.24,1.0625,0.348305
STU_0478,2023-10-13,7,0,1,4.36,66.1,5264.0,6.9,3.7,4.6,1.6,0.4503231808909697,0.576,3.6399999999999997,1.8157894736842104,0.2320408333333333
STU_0031,2023-11-14,11,0,0,6.99,47.0,7032.0,4.4,3.0,1.4,1.34,0.6099846507836533,0.246,1.0099999999999998,1.4193548387096775,0.3107183333333333
STU_0032,2023-11-05,10,1,0,5.7,2.9,6296.5,7.5,1.0,4.1,1.84,0.3529383563555248,0.439,2.3,6.8181818181818175,0.16197416666666667
STU_0409,2023-09-16,3,1,1,4.48,32.0,5254.0,9.4,3.75,5.6,0.92,0.4417124111682754,0.633,3.5199999999999996,2.4415584415584415,0.12138666666666667
STU_0385,2023-09-10,2,1,0,6.74,79.8,9444.0,3.2,6.4,2.9,1.23,0.3762590670782594,0.31,1.2599999999999998,0.49230769230769234,0.413045
STU_0486,2023-11-02,9,0,0,5.28,38.1,6630.0,6.4,1.0,1.7,1.14,0.5864895809895803,0.356,2.7199999999999998,5.818181818181818,0.2360875
STU_0154,2023-11-03,10,0,0,5.93,58.6,6163.0,3.5,5.4,3.0,2.09,0.5249120286261455,0.286,2.0700000000000003,0.6363636363636364,0.33821500000000004
STU_0417,2023-09-02,1,1,0,7.53,17.9,7438.0,3.8,5.5,3.4,1.11,0.4016431179272165,0.178,0.46999999999999975,0.6785714285714286,0.30381916666666664
STU_0490,2023-11-05,10,1,0,6.78,60.7,5526.0,6.0,2.8,4.0,1.08,0.4685977843553316,0.3,1.2199999999999998,2.0689655172413794,0.2569091666666667
STU_0370,2023-12-05,14,0,1,4.65,84.1,1457.0,5.7,4.6,3.5,1.08,0.4517283312886542,0.474,3.3499999999999996,1.2127659574468088,0.2360308333333333
STU_0315,2023-09-12,2,0,0,6.46,54.1,3252.0,6.8,5.2,3.9,2.83,0.457751285635523,0.324,1.54,1.2830188679245282,0.1957141666666667
STU_0108,2023-11-16,11,0,0,6.79,65.5,7318.0,2.6,4.8,2.4,1.95,0.5279696862707817,0.169,1.21,0.5306122448979592,0.38780250000000005
STU_0381,2023-09-21,3,0,1,4.13,57.8,8039.0,8.2,2.4,4.1,0.14,0.5579402565112777,0.559,3.87,3.28,0.22139500000000004
STU_0399,2023-09-22,4,0,0,4.49,107.7,6988.0,6.2,1.4,4.4,0.47,0.5490140559877564,0.473,3.51,4.133333333333334,0.3193608333333333
STU_0134,2023-10-15,7,1,1,6.65,61.8,7975.0,3.8,5.9,2.5,0.74,0.6307011320212143,0.241,1.3499999999999996,0.6333333333333333,0.35670833333333335
STU_0387,2023-11-17,12,0,1,5.53,52.8,8683.0,8.0,2.5,4.1,0.61,0.5362685956006781,0.409,2.4699999999999998,3.0769230769230766,0.23077333333333333
STU_0473,2023-10-15,7,1,1,5.49,0.0,6426.0,10.0,1.0,4.5,0.92,0.2323581672747727,0.626,2.51,9.09090909090909,0.08568
STU_0304,2023-10-07,6,1,0,4.27,1.7,5293.0,7.1,1.1,4.8,0.12,0.4299833159799546,0.338,3.7300000000000004,5.916666666666665,0.15934416666666668
STU_0241,2023-10-04,5,0,0,4.43,54.2,5468.0,3.0,5.3,4.0,1.89,0.524842303866637,0.327,3.5700000000000003,0.5555555555555556,0.339365
STU_0086,2023-11-06,10,0,0,6.69,91.6,8684.0,3.5,4.4,2.4,0.62,0.4107631569644489,0.231,1.3099999999999996,0.7777777777777778,0.40620333333333336
STU_0419,2023-10-23,8,0,1,6.84,122.4,6609.0,4.6,5.45,2.5,1.54,0.6315190710393827,0.373,1.1600000000000001,0.8288288288288288,0.37762
STU_0110,2023-12-24,17,1,0,6.16,45.0,4605.0,4.9,4.6,4.4,0.87,0.484145640911625,0.316,1.8399999999999999,1.042553191489362,0.26127500000000003
STU_0206,2023-10-04,5,0,0,8.49,54.7,5557.0,3.8,5.0,3.1,2.06,0.3463980920085233,0.251,-0.4900000000000002,0.7450980392156863,0.3170725
STU_0295,2023-10-03,5,0,0,5.97,89.8,6097.0,4.9,4.9,3.2,1.16,0.4798120646312555,0.295,2.0300000000000002,0.9800000000000001,0.327835
STU_0149,2023-10-13,7,0,1,5.23,59.0,3628.0,7.4,3.9,2.7,1.68,0.3450539881418791,0.49,2.7699999999999996,1.85,0.18783166666666667
STU_0395,2023-10-01,5,1,0,8.61,33.3,5375.0,4.1,4.7,1.4,0.0,0.6775982577534856,0.19,-0.6099999999999994,0.8541666666666666,0.2833541666666667
STU_0081,2023-12-27,17,0,0,5.75,73.5,3443.0,6.4,2.7,3.9,0.39,0.5169599639229618,0.397,2.25,2.2857142857142856,0.23046916666666667
STU_0199,2023-11-04,10,1,0,6.74,53.4,7253.0,3.7,5.5,1.9,1.06,0.4583823267034358,0.316,1.2599999999999998,0.6607142857142858,0.3413316666666667
STU_0201,2023-10-29,9,1,0,5.44,8.5,7936.0,6.2,1.6,2.2,0.92,0.3866888882292128,0.366,2.5599999999999996,3.6470588235294117,0.2286675
STU_0301,2023-09-07,1,0,0,6.76,34.6,6590.5,5.4,2.7,3.5,2.0,0.4453619988829732,0.351,1.2400000000000002,1.9285714285714286,0.261915
STU_0189,2023-09-22,4,0,0,6.29,111.9,8339.0,2.3,5.8,2.7,2.36,0.6313436116280459,0.265,1.71,0.3898305084745763,0.45874916666666665
STU_0273,2023-11-27,13,0,0,4.6,42.5,6275.0,7.6,1.0,2.2,0.0,0.4795165805584211,0.435,3.4000000000000004,6.909090909090908,0.1999375
STU_0022,2023-11-15,11,0,0,5.67,25.0,7225.0,6.9,1.9,3.9,0.58,0.5527705031529199,0.462,2.33,3.45,0.21537499999999998
STU_0168,2023-11-10,11,0,0,5.15,25.9,8311.0,7.0,1.0,4.9,0.715,0.4927032316056439,0.414,2.8499999999999996,6.363636363636363,0.2277925
STU_0115,2023-10-04,5,0,0,6.31,26.85,6269.0,9.2,1.0,5.0,0.76,0.3228077629648355,0.459,1.6900000000000004,8.363636363636362,0.1355554166666667
STU_0105,2023-11-05,10,1,0,7.39,50.0,6332.0,4.9,5.7,2.9,1.16,0.3948236965930261,0.198,0.6100000000000003,0.8448275862068967,0.28951000000000005
STU_0153,2023-11-24,13,0,0,5.265000000000001,11.0,6097.0,7.4,1.0,1.9,1.15,0.4365369229302058,0.485,2.7349999999999994,6.727272727272727,0.17075166666666666
STU_0269,2023-09-29,5,0,0,8.51,88.0,7296.0,1.8,6.9,3.1,2.65,0.5807978620842097,0.198,-0.5099999999999998,0.2571428571428572,0.43494666666666665
STU_0350,2023-11-14,11,0,0,6.6,49.0,8369.0,5.4,3.6,3.8,1.35,0.4623099691778652,0.336,1.4000000000000004,1.4594594594594594,0.3006283333333333
STU_0432,2023-09-24,4,1,0,5.91,20.6,9861.0,6.1,1.5,2.9,1.5,0.4812759323819163,0.419,2.09,3.8124999999999996,0.26993833333333334
STU_0112,2023-10-03,5,0,0,6.07,27.1,6243.0,7.8,1.0,4.1,0.5,0.4084936875830555,0.377,1.9299999999999997,7.09090909090909,0.17746916666666668
STU_0062,2023-11-09,10,0,0,5.93,56.0,5517.0,6.0,4.6,3.1,0.0,0.4702846630182017,0.317,2.0700000000000003,1.2765957446808514,0.2518933333333333
STU_0368,2023-09-02,1,1,0,5.33,37.8,8019.0,7.4,1.6,4.6,2.24,0.4362069389272041,0.425,2.67,4.352941176470588,0.22429500000000002
STU_0248,2023-12-14,15,0,1,5.68,63.5,5818.0,8.6,2.9,3.7,1.12,0.3892080242104428,0.546,2.3200000000000003,2.8666666666666667,0.18571916666666669
STU_0317,2023-10-20,8,0,1,5.4,52.8,6739.0,9.3,2.9,4.0,0.73,0.419708268927543,0.58,2.5999999999999996,3.1,0.16585333333333332
STU_0333,2023-10-13,7,0,1,5.5,90.2,7068.0,4.6,5.1,2.4,3.81,0.6051424558454195,0.34,2.5,0.8846153846153847,0.3501983333333334
STU_0443,2023-09-02,1,1,0,6.51,16.5,6527.0,7.7,1.0,4.8,0.65,0.366845248988795,0.427,1.4900000000000002,7.0,0.17321416666666667
STU_0310,2023-11-02,9,0,0,5.17,28.7,6509.0,6.8,1.6,4.4,1.93,0.4448708902905753,0.427,2.83,3.9999999999999996,0.21268250000000002
STU_0354,2023-11-18,12,1,1,5.21,93.4,7607.0,6.1,4.0,4.9,0.43,0.4210424534166227,0.501,2.79,1.4878048780487805,0.3157183333333333
STU_0115,2023-09-30,5,1,0,5.02,1.5,6444.0,9.4,1.0,3.6,0.44,0.3017996373096402,0.472,2.9800000000000004,8.545454545454545,0.10548249999999998
STU_0400,2023-10-02,5,0,0,6.72,46.9,6758.5,5.2,2.3,2.1,1.91,0.3838465791853388,0.306,1.2800000000000002,2.166666666666667,0.2829675
STU_0500,2023-10-05,5,0,0,3.86,67.9,2454.0,7.4,1.0,3.2,0.79,0.614043151435617,0.62,4.140000000000001,6.727272727272727,0.18144916666666666
STU_0287,2023-12-07,14,0,1,5.24,106.6,4016.0,5.3,2.1,2.6,1.6150000000000002,0.5212242165552258,0.466,2.76,2.4090909090909087,0.30558833333333335
STU_0026,2023-11-06,10,0,0,7.37,77.4,6222.0,4.3,5.7,3.2,1.88,0.5565153912555649,0.327,0.6299999999999999,0.7413793103448276,0.334585
STU_0165,2023-09-05,1,0,0,7.47,79.0,9051.0,5.9,3.6,3.3,1.96,0.5026487141347584,0.407,0.5300000000000002,1.5945945945945945,0.32597166666666666
STU_0128,2023-11-10,11,0,0,7.19,66.0,6844.0,4.5,3.3,2.4,0.79,0.5667751398589772,0.194,0.8099999999999996,1.3235294117647058,0.3250033333333333
STU_0267,2023-10-13,7,0,1,5.43,65.9,4142.0,5.7,3.6,3.5,0.69,0.7453712988670749,0.357,2.5700000000000003,1.5405405405405406,0.2528725
STU_0384,2023-09-19,3,0,1,5.56,53.6,4727.0,6.5,3.1,3.5,0.0,0.5197064420549274,0.383,2.4400000000000004,2.03125,0.22386
STU_0398,2023-09-25,4,0,0,7.13,50.2,6697.0,7.0,1.6,3.2,2.13,0.6308764076575821,0.399,0.8700000000000001,4.117647058823529,0.23158500000000004
STU_0171,2023-10-28,9,1,0,7.18,33.3,7679.0,3.8,3.8,3.3,1.11,0.3583740251587582,0.233,0.8200000000000003,0.9743589743589743,0.32307416666666666
STU_0345,2023-10-09,6,0,0,6.95,59.7,8052.0,4.2,4.9,2.8,2.56,0.6054656545510639,0.195,1.0499999999999998,0.8400000000000001,0.3435475
STU_0178,2023-09-04,1,0,0,7.21,62.7,5920.0,2.6,3.3,2.2,1.41,0.639884549965444,0.228,0.79,0.7647058823529412,0.3662458333333334
STU_0176,2023-12-12,15,0,1,4.06,63.0,4854.0,7.4,3.1,4.9,0.95,0.533717897632774,0.448,3.9400000000000004,2.3125,0.208345
STU_0033,2023-12-14,15,0,1,4.11,33.8,8105.0,10.0,1.0,4.4,0.77,0.3023235139572452,0.527,3.8899999999999997,9.09090909090909,0.14327499999999999
STU_0030,2023-11-11,11,1,0,6.19,37.0,8552.0,7.8,1.0,3.6,0.0,0.4065898383114432,0.413,1.8099999999999996,7.09090909090909,0.21856833333333336
STU_0189,2023-11-21,12,0,1,6.05,100.3,5571.0,7.4,5.4,4.1,1.08,0.5742186891852624,0.49,1.9500000000000002,1.3454545454545455,0.25675916666666665
STU_0305,2023-12-22,17,0,0,5.12,62.8,5707.0,5.7,3.6,1.7,2.04,0.4243717762629475,0.453,2.88,1.5405405405405406,0.27051000000000003
