user_id,username,age,user_level,log_date,habit_category,difficulty,completed,streak_length,xp_earned,has_accountability,self_rating,notes
USR_02905,user_alex4195,20,25,02-02-2022,sleep,easy,1,2.0,8.6,0.0,4.0,
USR_00664,user_jordan7780,16,6,11-18-2023,working,easy,1,66.0,12.11,1.0,1.0,
USR_02913,user_alex4802,27,28,19/02/2023,nutrition,easy,1,2.0,8.41,0.0,2.0,
USR_01176,user_avery1914,17,30,15/11/2023,reading,trivial,1,1.0,9.84,0.0,9.0,
USR_02362,user_casey610,30,37,04-16-2023,sleep,medium,0,1.0,0.0,1.0,,easy win
USR_01425,user_blake9739,13,43,2022-06-22,social,medium,1,65.0,21.91,1.0,4.0,
USR_02321,user_casey5643,30,41,2023/06/04,diet,hard,1,32.0,40.6,0.0,9.0,new record!
USR_02355,user_riley2303,30,29,01-20-2023,socail,hard,1,5.0,36.91,1.0,7.0,easy win
USR_01800,user_jordan5592,27,28,2023/06/13,working,hard,1,69.0,34.58,1.0,,
USR_02077,user_sam8534,28,26,2022/01/11,socail,trivial,1,1.0,0.96,0.0,4.0,struggled today
USR_01105,user_riley2259,5,33,06-13-2023,study,medium,1,6.0,20.45,1.0,2.0,new record!
USR_01375,user_taylor212,21,15,08-19-2021,sleeping,hard,1,5694.0,45.87,0.0,,struggled today
USR_01960,user_avery9625,22,6,07-12-2022,studying,hard,0,7.0,0.0,1.0,2.0,struggled today
USR_01451,user_sam4929,16,15,2023/08/20,Work,medium,1,3.0,13.58,0.0,3.0,
USR_01680,user_sam9071,31,4,10-11-2023,readng,medium,1,5.0,18.98,0.0,6.0,
USR_02679,user_blake7171,35,13,2023/01/24,socail,easy,1,48.0,12.7,1.0,1.0,new record!
USR_01095,user_sam9405,30,27,2023/08/04,study,hard,0,29.0,0.0,0.0,,
USR_01053,user_jordan6448,27,62,2023/09/10,nutrtion,hard,1,58.0,41.0,,,
USR_00147,user_sam3863,24,15,2023-03-28,study,easy,0,15.0,0.0,0.0,5.0,
USR_02464,user_sam8525,20,12,2022/12/26,Study,medium,1,18.0,17.91,0.0,3.0,new record!
USR_02641,user_avery8995,11,37,10-08-2023,meditation,easy,1,10.0,8.5,1.0,2.0,
USR_01072,user_sam3135,25,33,06-04-2023,socializing,medium,0,8.0,0.0,1.0,1.0,
USR_02058,user_morgan3097,23,5,24/11/2023,work,medium,0,2.0,0.0,0.0,8.0,felt great
USR_02548,user_casey9409,18,32,2022-12-01,sleeping,easy,0,2.0,0.0,0.0,4.0,new record!
USR_02465,user_alex6154,28,1,02-23-2023,sleep,hard,1,1.0,42.98,0.0,6.0,
USR_01661,user_sam3752,26,4,10-08-2023,study,easy,1,2.0,18.75,0.0,4.0,
USR_02504,user_drew8374,27,63,2023/11/26,socail,hard,1,,39.44,0.0,,
USR_00106,user_casey8844,36,32,01/01/2023,sleeep,hard,1,59.0,38.24,1.0,3.0,new record!
USR_01046,user_alex647,16,4,2023/06/18,fitness,medium,1,6.0,20.55,0.0,6.0,
USR_00949,user_jordan2862,17,72,07/02/2023,read,medium,1,321.0,22.25,1.0,7.0,
USR_00368,user_casey7810,32,96,06/06/2023,working,medium,1,24.0,27.46,1.0,,
USR_00247,user_avery7254,21,37,2023/08/05,meditaton,medium,0,1.0,0.0,0.0,6.0,
USR_00641,user_avery520,36,20,10-13-2023,read,medium,1,14.0,21.07,0.0,6.0,new record!
USR_01683,user_riley9247,17,37,2023/03/22,Social,hard,1,5.0,36.72,0.0,4.0,skipped yesterday
USR_00177,user_drew3460,28,27,2023/02/02,diet,medium,1,5.0,21.18,0.0,9.0,
USR_02848,user_sam3724,23,31,09/07/2023,Reading,hard,1,1.0,39.93,1.0,5.0,
USR_01948,user_alex2856,26,12,2023/06/27,social,hard,1,16.0,34.82,0.0,10.0,
USR_01513,user_drew1881,25,30,2023-10-27,nutrtion,easy,1,93.0,8.25,1.0,,
USR_00606,user_avery7295,38,16,01/11/2023,Social,,1,1.0,15.36,0.0,9.0,
USR_02174,user_taylor1762,40,37,02/12/2023,working,easy,1,78.0,11.52,0.0,3.0,
USR_01043,user_casey9880,25,14,03-12-2023,Study,easy,0,5.0,0.0,0.0,3.0,felt great
USR_00836,user_avery8420,35,29,2023-09-19,social,trivial,1,8.0,5.33,0.0,7.0,
USR_01779,user_jordan1650,20,4,2023-06-17,Nutrition,easy,1,1.0,8.0,0.0,,
USR_00134,user_riley6940,20,6,10-08-2023,meditaton,medium,0,6.0,0.0,,8.0,easy win
USR_00947,user_blake8892,37,11,2023-10-29,socializing,easy,1,44.0,9.46,0.0,10.0,
USR_02964,user_casey437,27,83,10-02-2023,socail,medium,1,328.0,20.38,1.0,4.0,
USR_01084,user_blake5618,25,64,2022/06/08,Nutrition,medium,1,316.0,16.99,0.0,4.0,
USR_00009,user_blake9873,13,5,10-01-2021,meditation,trivial,1,20.0,8.55,0.0,6.0,new record!
USR_00090,user_casey8845,14,24,2023-09-07,reading,medium,1,8.0,20.89,1.0,8.0,easy win
USR_01149,user_riley5410,24,76,17/05/2023,Work,medium,1,18.0,19.82,1.0,10.0,
USR_00701,user_sam871,16,23,2023-10-02,Social,medium,0,18.0,0.0,0.0,10.0,felt great
USR_01322,user_blake7808,32,27,2022-09-24,readng,medium,1,56.0,19.42,1.0,6.0,
USR_00183,user_alex68,29,46,07/11/2023,fitness,medium,1,50.0,23.16,0.0,4.0,new record!
USR_00031,user_sam6237,19,31,2023/03/30,fit,medium,1,5.0,17.44,,6.0,
USR_02975,user_taylor3656,27,29,12-09-2022,socializing,easy,1,2.0,7.78,1.0,,easy win
USR_01723,user_riley1974,15,11,06-30-2022,wrk,medium,1,6.0,21.83,1.0,2.0,
USR_00789,user_morgan1558,29,9,2023/11/02,wrk,easy,1,4.0,7.4,,4.0,
USR_00175,user_blake2556,32,2,2023/10/25,Meditation,easy,0,11.0,0.0,1.0,8.0,
USR_01707,user_alex7136,36,38,10-31-2023,social,easy,0,21.0,0.0,0.0,,
USR_01818,user_alex9395,24,21,03-04-2023,Reading,easy,0,7.0,0.0,1.0,9.0,
USR_00416,user_drew996,31,19,02-18-2022,nutrtion,hard,1,3.0,41.6,0.0,6.0,
USR_01266,user_riley6246,31,9,07-05-2022,Nutrition,medium,1,,17.93,1.0,4.0,skipped yesterday
USR_02316,user_sam694,24,35,09-20-2023,nutrition,easy,1,10.0,17.35,0.0,9.0,
USR_00333,user_riley9443,23,4,12-31-2023,meditaton,hard,1,110.0,45.71,0.0,7.0,
USR_01891,user_blake7789,13,2,2023-03-21,reading,trivial,1,3.0,3.47,,5.0,struggled today
USR_02547,user_morgan5802,14,25,2023/12/23,stuyd,medium,1,3.0,15.75,1.0,,
USR_02871,user_casey8003,38,85,2023/09/09,Sleep,medium,1,43.0,20.88,,6.0,
USR_02059,user_jordan6619,29,31,03-19-2023,readng,easy,0,12.0,0.0,0.0,,
USR_00265,user_blake7621,30,56,2023/08/31,Social,medium,1,67.0,19.07,0.0,9.0,felt great
USR_01440,user_morgan412,35,39,2022-11-02,meditation,trivial,1,1.0,3.04,1.0,5.0,skipped yesterday
USR_01142,user_morgan1431,24,25,2022-12-02,Social,medium,0,3.0,,1.0,1.0,
USR_02961,user_drew9300,24,31,2023/09/10,reading,medium,1,1.0,21.82,0.0,,
USR_01652,user_blake1056,25,18,04/05/2023,sleeep,hard,1,1.0,37.35,0.0,10.0,
USR_01819,user_taylor9307,32,29,12/03/2023,fitness,easy,1,1.0,11.42,1.0,,
USR_01928,user_taylor5441,19,20,28/12/2022,socializing,easy,0,1.0,0.0,1.0,,
USR_00674,user_alex4722,34,33,17/10/2022,fitness,medium,1,1.0,23.38,1.0,7.0,struggled today
USR_01310,user_blake2449,41,8,05/10/2023,sleeping,medium,1,15.0,21.38,0.0,7.0,
USR_00583,user_blake2034,19,17,05-06-2023,Sleep,hard,1,22.0,40.78,0.0,,felt great
USR_01177,user_casey9564,24,8,26/11/2023,meditaton,easy,1,1.0,18.94,1.0,,
USR_02762,user_alex8299,43,13,2023/04/29,Study,medium,1,25.0,24.93,1.0,,
USR_01149,user_riley5410,24,76,2022-12-13,fit,medium,1,11.0,21.53,0.0,,felt great
USR_02222,user_alex5886,23,3,2023/03/29,meditaton,easy,1,1.0,9.78,1.0,6.0,
USR_02713,user_alex2008,23,27,02/02/2022,Work,medium,0,1.0,0.0,1.0,,felt great
USR_00807,user_casey2263,17,41,18/08/2023,wrk,trivial,1,245.0,3.69,1.0,4.0,
USR_00100,user_alex1173,21,39,10/09/2023,work,medium,1,15.0,25.71,1.0,,
USR_01704,user_blake2197,27,35,2023/05/18,stuyd,medium,0,12.0,0.0,0.0,1.0,
USR_02779,user_alex9365,27,32,2023/10/06,meditate,easy,0,2.0,0.0,1.0,5.0,skipped yesterday
USR_00214,user_riley5763,27,22,10/07/2023,fitness,medium,1,37.0,17.58,1.0,1.0,
USR_02167,user_sam3643,23,14,12-27-2021,Meditation,easy,0,14.0,0.0,,10.0,
USR_01964,user_riley459,28,14,2023/02/28,meditation,easy,0,3.0,0.0,1.0,,
USR_01134,user_sam5427,25,25,10-04-2023,wrk,medium,1,37.0,10.91,1.0,4.0,
USR_02643,user_taylor8594,25,24,2023-09-14,working,hard,1,70.0,37.79,0.0,,easy win
USR_02698,user_riley2058,25,11,01-09-2023,meditation,easy,0,9.0,0.0,1.0,,struggled today
USR_00217,user_alex1899,19,10,2023/05/26,nutrtion,trivial,1,1.0,9.95,0.0,2.0,
USR_01869,user_sam431,28,5,2022/04/27,Fitness,hard,1,11.0,44.15,1.0,5.0,
USR_02465,user_alex6154,28,1,03-28-2023,Fitness,hard,0,10.0,0.0,1.0,10.0,
USR_00071,user_jordan8327,33,17,2023/10/15,reading,medium,1,16.0,20.46,0.0,1.0,
USR_01077,user_blake7736,27,18,07-01-2023,nutrtion,medium,1,4.0,18.45,0.0,1.0,
USR_01663,user_alex211,19,47,11/12/2022,meditation,hard,1,5.0,41.87,1.0,,
USR_01219,user_alex6600,27,35,2022/10/20,Sleep,easy,1,16.0,12.2,1.0,6.0,
USR_02237,user_casey4829,33,61,2023-10-13,Sleep,hard,0,21.0,0.0,0.0,8.0,new record!
USR_02454,user_morgan9660,21,4,2023/12/29,working,trivial,1,2.0,4.03,0.0,6.0,felt great
USR_01192,user_sam7744,36,23,08-20-2022,nutrtion,easy,1,12.0,9.3,0.0,,
USR_01792,user_blake5073,37,32,2022-03-30,meditaton,medium,1,17.0,21.91,0.0,,new record!
USR_00808,user_jordan1274,26,94,05-04-2023,reading,medium,1,50.0,25.38,0.0,,
USR_01383,user_riley8089,11,52,22/08/2023,nutrition,medium,1,69.0,17.84,0.0,3.0,
USR_01899,user_jordan2748,29,19,07-31-2023,socail,trivial,0,,0.0,0.0,4.0,
USR_00917,user_riley949,19,26,09-09-2022,diet,medium,1,2.0,,0.0,6.0,skipped yesterday
USR_01589,user_sam8701,23,3,2022/11/03,nutrtion,easy,1,13.0,7.51,0.0,5.0,struggled today
USR_01307,user_alex8238,26,36,15/06/2023,Reading,trivial,1,2.0,3.23,1.0,7.0,
USR_00810,user_blake8853,28,18,05/01/2022,sleeping,hard,1,3.0,37.91,0.0,5.0,
USR_01594,user_taylor7258,9,7,2023-05-05,Work,medium,1,22.0,27.01,1.0,8.0,
USR_02958,user_casey1759,20,78,04-10-2023,social,easy,1,214.0,1.43,0.0,5.0,
USR_02105,user_sam1566,34,19,2022/01/16,nutrtion,medium,1,15.0,18.72,0.0,3.0,
USR_02162,user_alex3662,33,9,2023-05-13,studying,medium,1,30.0,23.5,0.0,,
USR_01420,user_drew7861,22,81,2023-04-22,meditation,hard,1,49.0,39.01,1.0,3.0,
USR_00129,user_avery3512,16,24,09/06/2023,Fitness,medium,1,45.0,21.1,1.0,5.0,new record!
USR_01012,user_casey2626,14,80,2023-09-01,wrk,easy,1,7.0,11.47,1.0,2.0,
USR_02453,user_avery6256,16,32,27/05/2022,socializing,hard,1,10.0,38.55,1.0,9.0,
USR_00188,user_alex1842,32,3,2023/02/19,FITNESS,hard,1,5.0,38.46,1.0,2.0,
USR_02513,user_casey8492,21,14,2022-11-26,read,hard,0,6.0,0.0,0.0,6.0,
USR_00215,user_blake6558,19,16,28/10/2023,Work,easy,0,17.0,0.0,0.0,,skipped yesterday
USR_02599,user_jordan8480,23,4,2022/08/18,read,hard,0,1.0,0.0,0.0,5.0,new record!
USR_00200,user_casey2672,40,3,2023/10/19,study,easy,1,9.0,8.75,0.0,2.0,easy win
USR_01136,user_riley3060,22,25,2021/11/12,wrk,medium,1,182.0,16.45,1.0,5.0,
USR_02969,user_jordan6358,24,36,2023/02/13,fitnes,medium,1,37.0,20.94,1.0,1.0,
USR_01723,user_riley1974,15,11,2023-02-06,readng,easy,1,1.0,10.8,1.0,5.0,felt great
USR_01926,user_drew9982,25,14,18/09/2022,Sleep,medium,1,28.0,19.08,0.0,,
USR_02052,user_alex4895,33,13,2022-05-17,reading,medium,1,2.0,17.96,0.0,1.0,
USR_01437,user_morgan6418,28,34,05/08/2022,readng,easy,0,1.0,0.0,,10.0,easy win
USR_00413,user_avery7263,32,67,2021-12-07,Study,easy,1,56.0,10.28,0.0,5.0,skipped yesterday
USR_00828,user_jordan3281,22,23,07-27-2022,fit,easy,0,1.0,0.0,1.0,,struggled today
USR_02593,user_casey9108,26,10,01-06-2023,meditate,trivial,0,7.0,0.0,1.0,10.0,skipped yesterday
USR_02086,user_blake3314,30,23,2021/12/30,sleeep,medium,1,5.0,18.08,0.0,8.0,
USR_02600,user_blake5182,29,29,16/06/2022,study,medium,0,47.0,0.0,,9.0,skipped yesterday
USR_02527,user_morgan1927,16,6,2023-08-22,readng,medium,1,2.0,19.05,1.0,,
USR_00619,user_casey9617,13,5,11-05-2023,study,medium,0,3.0,0.0,1.0,,felt great
USR_00927,user_drew2523,34,30,2021-12-04,study,medium,1,5.0,24.27,1.0,10.0,
USR_01011,user_taylor6860,17,25,2023/01/25,work,hard,1,64.0,42.28,0.0,,
USR_01500,user_blake8291,15,84,2023-09-23,stuyd,medium,1,90.0,24.72,1.0,,
USR_01113,user_jordan94,27,14,2023-01-22,Meditation,medium,1,38.0,18.2,0.0,3.0,struggled today
USR_01478,user_morgan5776,29,13,2022-11-01,Meditation,,1,65.0,7.24,0.0,2.0,
USR_02025,user_jordan3291,32,14,11-26-2022,fitness,hard,0,11.0,0.0,0.0,10.0,
USR_02423,user_drew315,30,36,25/09/2023,Work,easy,1,21.0,8.48,0.0,2.0,
USR_01674,user_blake872,31,19,08/02/2022,fitness,,1,9.0,39.51,0.0,8.0,
USR_02584,user_morgan3023,33,32,2022-01-05,stuyd,medium,0,1.0,0.0,0.0,7.0,
USR_00318,user_alex8847,17,2,2023-08-07,meditaton,trivial,1,,4.1,1.0,8.0,
USR_01716,user_jordan1741,21,43,16/12/2022,socializing,medium,1,225.0,23.98,1.0,1.0,felt great
USR_02575,user_alex203,29,16,19/12/2022,nutrtion,easy,1,12.0,9.85,0.0,6.0,
USR_01671,user_morgan4454,41,18,2023-05-20,meditaton,medium,0,1.0,0.0,1.0,2.0,
USR_01124,user_avery3062,18,16,10/06/2023,fitness,medium,1,24.0,19.9,0.0,9.0,
USR_00770,user_blake6309,37,16,2021/07/09,Sleep,medium,0,3.0,0.0,0.0,,
USR_02283,user_sam3463,28,22,05-12-2022,diet,easy,1,1.0,7.02,0.0,4.0,
USR_02442,user_jordan7806,23,31,2023/12/23,Study,medium,1,3106.0,22.02,0.0,5.0,felt great
USR_00373,user_riley9538,18,1,2022/11/12,read,hard,1,38.0,36.26,,9.0,
USR_01904,user_jordan9759,18,27,2023/08/01,fitnes,easy,1,146.0,6.71,1.0,10.0,
USR_02835,user_casey4208,33,8,2023/09/02,FITNESS,easy,1,1.0,5.71,1.0,7.0,
USR_02591,user_drew3754,30,36,07-28-2023,reading,medium,1,6.0,24.02,1.0,4.0,skipped yesterday
USR_00635,user_avery5941,14,4,03/05/2023,sleep,trivial,1,33.0,6.72,1.0,6.0,easy win
USR_01846,user_sam5610,22,22,07/06/2022,FITNESS,medium,1,26.0,23.44,1.0,,
USR_01216,user_drew560,26,21,14/04/2023,read,medium,1,29.0,24.81,1.0,7.0,new record!
USR_01222,user_alex2305,35,27,2023/01/19,social,medium,1,6.0,16.14,1.0,5.0,
USR_01515,user_morgan8890,23,35,2021-02-28,sleeping,easy,1,11.0,7.12,1.0,1.0,struggled today
USR_01939,user_sam3089,36,28,13/12/2023,diet,trivial,1,3.0,1.8,0.0,2.0,
USR_01267,user_avery8753,19,9,2023/05/28,Work,easy,0,9.0,0.0,,9.0,skipped yesterday
USR_01118,user_riley979,26,98,2023/10/15,readng,medium,1,21.0,19.38,0.0,8.0,
USR_02814,user_casey9236,26,37,04-05-2022,socail,easy,1,37.0,9.6,0.0,8.0,
USR_00678,user_casey2545,29,15,12/11/2022,read,medium,1,10.0,21.97,0.0,1.0,
USR_00924,user_casey6011,31,5,05-30-2023,sleeep,hard,1,11.0,43.95,0.0,,
USR_01897,user_drew2425,27,34,2022-10-05,working,easy,1,16.0,9.5,,,
USR_00059,user_jordan6926,31,21,2022-08-17,meditation,hard,1,121.0,39.54,0.0,5.0,
USR_01243,user_avery954,42,21,2023/07/25,sleep,easy,1,3.0,9.59,0.0,,
USR_00652,user_blake4841,19,27,2023-12-26,Nutrition,easy,0,4.0,0.0,0.0,7.0,
USR_00907,user_jordan8947,19,5,11-13-2023,meditate,medium,0,3.0,0.0,0.0,10.0,
USR_02290,user_sam1210,6,20,08-20-2023,Reading,medium,1,25.0,17.03,0.0,5.0,
USR_02060,user_alex3752,32,6,12-20-2023,diet,hard,0,3.0,0.0,0.0,8.0,easy win
USR_00748,user_morgan5762,30,26,29/11/2022,work,medium,0,3.0,0.0,0.0,2.0,
USR_00916,user_drew7136,39,17,10-13-2023,Study,easy,1,6.0,13.73,0.0,3.0,
USR_00208,user_casey7551,26,1,10-21-2023,nutrtion,medium,1,4.0,23.0,1.0,6.0,
USR_02914,user_taylor3797,28,39,2022-11-07,sleeep,medium,1,202.0,22.87,0.0,7.0,skipped yesterday
USR_01705,user_taylor1236,18,23,2021-11-04,fitness,medium,1,5.0,20.84,0.0,2.0,
USR_02491,user_drew7143,20,1,12-08-2023,diet,medium,0,8.0,0.0,0.0,3.0,
USR_01781,user_riley8753,24,27,2023-12-09,wrk,medium,1,151.0,17.06,1.0,10.0,felt great
USR_00830,user_riley864,29,8,2023-03-01,study,medium,0,13.0,0.0,0.0,2.0,
USR_02885,user_morgan7255,28,17,2022-11-25,wrk,medium,1,38.0,11.65,1.0,,felt great
USR_02365,user_avery2445,26,20,05-19-2023,nutrition,medium,0,3.0,0.0,0.0,6.0,
USR_01450,user_avery5235,18,4,10-21-2023,sleeping,hard,0,58.0,0.0,0.0,8.0,
USR_01426,user_sam1801,29,97,25/06/2021,fitness,medium,1,164.0,25.95,0.0,5.0,
USR_00486,user_riley6817,23,57,06-21-2023,meditaton,medium,1,,22.34,0.0,,
USR_00649,user_riley9600,28,25,2023-05-31,diet,easy,0,3.0,0.0,0.0,9.0,
USR_00204,user_casey4381,28,59,2023/01/08,Meditation,trivial,1,62.0,8.11,0.0,2.0,
USR_00820,user_avery3843,23,35,06-26-2023,Sleep,hard,0,5.0,0.0,0.0,5.0,skipped yesterday
USR_02701,user_jordan251,31,20,2023-08-08,Study,medium,0,1.0,0.0,1.0,,
USR_01216,user_drew560,26,21,2021-07-20,Meditation,easy,1,37.0,9.68,0.0,,
USR_02984,user_drew9380,34,32,2023/08/23,fit,easy,1,15.0,9.67,0.0,10.0,
USR_00581,user_sam6474,32,9,2023/11/26,Reading,medium,0,1.0,0.0,0.0,7.0,
USR_01746,user_jordan1516,18,34,05-10-2023,reading,medium,1,1.0,12.01,0.0,,
USR_01706,user_drew9313,27,33,25/12/2021,meditation,medium,0,38.0,0.0,0.0,10.0,
USR_01090,user_riley4745,28,28,08-14-2022,stuyd,medium,1,14.0,20.28,1.0,3.0,felt great
USR_00778,user_sam5636,35,12,03-16-2023,fitnes,easy,1,3.0,13.47,0.0,,new record!
USR_01362,user_sam1509,16,28,2023-07-23,read,easy,1,50.0,10.74,1.0,,
USR_01367,user_jordan7071,48,19,07-06-2022,socializing,hard,1,2.0,39.95,0.0,,
USR_02108,user_morgan5867,16,53,2023/07/10,working,hard,1,40.0,39.58,1.0,4.0,struggled today
USR_02836,user_riley1515,12,94,28/12/2023,meditation,easy,1,14.0,13.67,0.0,,easy win
USR_00518,user_avery4352,19,28,23/09/2023,Work,easy,1,19.0,7.85,1.0,4.0,
USR_01899,user_jordan2748,29,19,12/12/2022,working,hard,0,1.0,0.0,1.0,7.0,easy win
USR_02494,user_morgan1321,25,31,2023/08/23,nutrtion,hard,1,6.0,40.38,0.0,2.0,
USR_02940,user_taylor5128,32,23,09-17-2022,socail,medium,1,23.0,18.15,0.0,10.0,
USR_01121,user_alex2878,25,47,27/11/2023,studying,easy,1,82.0,8.72,0.0,,
USR_02600,user_blake5182,29,29,07-24-2021,fitness,trivial,1,,2.98,0.0,8.0,
USR_00106,user_casey8844,36,32,11-20-2022,Study,trivial,1,92.0,3.95,0.0,,
USR_01935,user_casey2211,20,29,15/12/2022,sleep,easy,0,1.0,0.0,0.0,6.0,
USR_00601,user_drew2541,34,8,10/09/2022,socializing,hard,1,2.0,41.62,1.0,7.0,
USR_01818,user_alex9395,24,21,2023-07-23,work,hard,1,27.0,38.43,0.0,1.0,easy win
USR_01325,user_avery7119,25,52,2021/11/02,meditate,easy,1,120.0,8.87,1.0,6.0,
USR_02743,user_casey5199,16,25,2023-12-21,socializing,medium,1,152.0,20.41,1.0,,
USR_01770,user_drew8241,18,28,2023/11/10,Meditation,easy,0,2.0,0.0,0.0,2.0,
USR_00293,user_alex9442,20,35,01-20-2022,Meditation,trivial,1,14.0,-0.15,0.0,5.0,
USR_00901,user_morgan3070,30,12,2022-07-22,sleeep,easy,1,20.0,9.93,0.0,,new record!
USR_00141,user_alex9581,25,92,2023-03-14,Nutrition,trivial,1,114.0,7.82,1.0,3.0,
USR_00019,user_sam6234,18,30,03-31-2021,meditation,medium,1,1.0,22.85,1.0,10.0,skipped yesterday
USR_02390,user_drew8928,30,17,2023-11-10,studying,hard,0,35.0,0.0,0.0,4.0,felt great
USR_00111,user_sam1598,26,17,19/10/2022,diet,hard,0,6.0,0.0,0.0,7.0,
USR_01745,user_casey7275,34,10,2022/09/18,Meditation,medium,1,3.0,17.96,0.0,,felt great
USR_00924,user_casey6011,31,5,01-14-2023,socail,trivial,1,16.0,,1.0,2.0,
USR_01893,user_avery4906,21,34,2023/09/27,socializing,medium,0,4.0,0.0,0.0,2.0,easy win
USR_01101,user_avery4211,22,36,2023/03/01,Sleep,medium,1,57.0,19.04,0.0,,felt great
USR_02452,user_taylor3769,25,39,2022/05/17,studying,hard,1,108.0,39.37,0.0,4.0,
USR_01598,user_taylor5769,28,15,2023/06/02,fitnes,medium,0,2.0,0.0,1.0,,struggled today
USR_01988,user_sam5519,29,32,03-05-2023,work,hard,0,4.0,0.0,1.0,3.0,
USR_02323,user_blake2343,29,33,21/09/2023,stuyd,medium,1,18.0,18.89,0.0,6.0,
USR_00831,user_avery6091,32,7,2022/11/14,nutrition,hard,1,60.0,37.69,0.0,4.0,
USR_02797,user_casey3174,25,36,18/10/2023,studying,hard,1,10.0,40.31,1.0,9.0,
USR_02524,user_blake1754,27,18,13/08/2023,working,easy,0,2.0,,1.0,10.0,
USR_00219,user_drew4359,32,18,10-08-2023,meditate,hard,1,10.0,33.02,1.0,4.0,
USR_01860,user_riley3901,18,29,02-22-2023,meditaton,easy,1,9.0,,0.0,5.0,
USR_00489,user_blake2379,41,84,19/11/2022,socail,easy,0,,0.0,0.0,2.0,
USR_01269,user_riley5902,34,13,29/09/2021,meditation,medium,1,2.0,17.84,0.0,4.0,
USR_01747,user_morgan2017,30,36,21/11/2023,diet,medium,1,30.0,25.07,0.0,6.0,
USR_01938,user_taylor9921,27,3,10/06/2023,stuyd,medium,1,1.0,23.56,1.0,7.0,
USR_01329,user_casey9296,34,36,05/06/2023,Reading,medium,1,23.0,15.02,1.0,1.0,easy win
USR_00203,user_morgan6755,39,21,09-25-2022,fitness,easy,1,186.0,6.48,1.0,7.0,
USR_02762,user_alex8299,43,13,2023/06/15,read,trivial,1,114.0,3.86,,3.0,
USR_01119,user_sam9416,22,24,2023/01/09,meditaton,easy,0,5.0,0.0,0.0,1.0,new record!
USR_01561,user_sam7539,16,25,2023/03/22,stuyd,easy,0,13.0,0.0,0.0,7.0,
USR_02080,user_sam8391,22,28,2022/02/13,nutrtion,medium,0,14.0,0.0,1.0,1.0,
USR_02980,user_casey7015,13,77,03-23-2022,study,hard,1,70.0,36.56,1.0,2.0,struggled today
USR_01437,user_morgan6418,28,34,09-02-2023,Work,hard,1,5.0,46.73,0.0,8.0,
USR_01615,user_morgan5195,21,11,02-08-2022,sleeping,medium,1,15.0,18.08,0.0,,
USR_02947,user_blake2225,26,8,12-12-2023,stuyd,medium,0,5.0,0.0,0.0,6.0,skipped yesterday
USR_02369,user_avery8220,31,13,07-17-2023,sleeep,easy,0,5.0,0.0,0.0,5.0,
USR_02995,user_avery6531,23,21,05-20-2022,Study,medium,1,1.0,28.32,1.0,3.0,
USR_02376,user_jordan9289,3,9,10-13-2023,Nutrition,medium,1,12.0,18.97,0.0,10.0,
USR_01311,user_casey3154,23,9,2023/09/28,Work,easy,1,13.0,6.84,0.0,7.0,
USR_00102,user_sam524,20,30,20/05/2022,reading,medium,1,3.0,22.0,,1.0,
USR_01523,user_sam3892,18,31,2022/09/10,socail,hard,0,17.0,0.0,0.0,2.0,
USR_01741,user_morgan1386,18,19,03-23-2023,fitnes,hard,1,42.0,38.48,0.0,7.0,
USR_00171,user_alex9096,27,26,2022-02-06,nutrtion,medium,1,42.0,17.61,0.0,5.0,felt great
USR_00624,user_jordan8860,39,38,2023-12-08,Meditation,medium,0,5.0,0.0,0.0,6.0,
USR_02200,user_drew8403,24,1,2023-01-22,nutrition,easy,0,6.0,0.0,0.0,7.0,
USR_02092,user_casey54,27,89,2022-04-12,meditaton,medium,1,171.0,,1.0,7.0,
USR_02374,user_blake2309,23,25,2023-05-06,Meditation,medium,1,2.0,20.19,1.0,6.0,
USR_01436,user_casey7313,22,39,10/07/2023,Meditation,medium,1,1.0,14.31,0.0,9.0,
USR_00148,user_taylor1974,24,24,25/08/2023,diet,medium,1,2.0,19.2,1.0,7.0,
USR_01144,user_jordan2313,22,30,2021/07/05,meditation,medium,0,39.0,0.0,1.0,9.0,
USR_00525,user_casey4718,25,18,2023-05-12,reading,hard,1,32.0,35.86,1.0,3.0,felt great
USR_00910,user_morgan4853,36,26,31/01/2023,Study,trivial,0,5.0,0.0,1.0,8.0,
USR_00275,user_avery7383,28,19,13/11/2022,diet,hard,0,11.0,0.0,0.0,,
USR_00626,user_sam432,26,1,2023/12/13,Sleep,easy,1,12.0,13.73,1.0,,
USR_00076,user_blake8699,29,10,07-31-2022,Social,hard,0,6.0,0.0,1.0,9.0,
USR_00474,user_blake2156,16,76,12-13-2023,studying,medium,1,20.0,20.04,1.0,9.0,
USR_02158,user_drew5000,27,2,2023-06-15,reading,trivial,0,3.0,0.0,1.0,2.0,
USR_01092,user_morgan7871,21,23,2023/12/21,working,trivial,1,22.0,5.95,0.0,5.0,
USR_00104,user_blake3909,20,37,11-30-2022,fitness,medium,1,2.0,12.09,1.0,3.0,
USR_01820,user_alex2993,21,32,2023-01-18,read,hard,1,3.0,49.03,0.0,4.0,
USR_00237,user_blake2095,16,8,2022/03/11,reading,hard,0,2.0,0.0,1.0,3.0,
USR_01356,user_sam4849,28,39,2022/12/02,studying,hard,1,203.0,39.47,1.0,6.0,
