student_id,profile,date,week_num,is_weekend,is_deadline_week,sleep_hours,focus_minutes,activity_steps,stress_level,mood_score,caffeine_drinks,social_hours,goal_completion_rate,burnout_score
STU_0120,struggling,2023-11-16,11,0,0,6.04,18.2,3141.0,3.9,,2.1,1.71,0.2841473163339774,0.225
STU_0119,average,2023-10-17,7,0,1,4.74,61.8,5551.0,6.3,2.8,5.7,2.3,0.5030030820590952,0.527
STU_0385,high_performer,2023-09-04,1,0,0,6.82,78.1,,2.4,7.1,3.2,2.27,0.5199158587178463,0.263
STU_0354,high_performer,2023-09-17,3,1,1,5.19,68.4,8314.0,6.4,4.5,1.9,0.99,0.526720454123663,0.444
STU_0113,average,2023-11-19,12,1,1,5.05,34.0,8121.0,,2.9,3.9,1.69,0.4090515528898285,0.418
STU_0433,average,2023-11-07,10,0,0,8.18,49.3,6034.0,2.7,5.8,2.0,1.61,0.6453722470978113,0.133
STU_0128,average,2023-11-11,11,1,0,6.39,64.9,6131.0,4.0,5.4,2.9,1.24,0.4153216035522696,0.257
STU_0449,average,2023-09-18,3,0,1,4.77,76.4,7480.0,5.6,,3.0,1.18,0.5947413477068465,0.373
STU_0379,average,2023-11-04,10,1,0,6.88,35.5,9133.0,5.8,2.6,3.4,2.42,0.47215445816108415,0.34
STU_0032,struggling,2023-10-01,5,1,0,4.7,13.7,6331.0,8.7,1.7,4.8,0.46,0.2947835584930975,0.506
STU_0454,average,2023-12-04,14,0,1,4.04,79.2,9678.0,5.7,5.7,,0.61,0.49502825887845847,0.47
STU_0231,high_performer,2023-09-18,3,0,1,5.92,92.1,5925.0,7.9,4.1,3.9,2.49,0.5856138705901085,0.458
STU_0318,average,2023-11-05,10,1,0,5.04,25.9,12565.0,7.0,3.2,3.4,1.2,0.49126129624542947,0.429
STU_0164,struggling,2023-10-23,8,0,1,3.09,46.3,5880.0,9.5,1.0,4.1,0.0,0.502834581250796,0.63
STU_0154,average,2023-11-24,13,0,0,,54.3,6727.0,5.3,3.7,2.5,0.47,0.4211919019905605,0.329
STU_0405,struggling,2023-09-06,1,0,0,4.94,22.3,2730.0,6.2,1.2,2.7,,0.5715863673556272,0.469
STU_0056,struggling,2023-10-26,8,0,1,5.09,49.0,6043.0,7.5,1.7,3.9,1.21,0.3974604091305377,0.456
STU_0386,average,2023-11-08,10,0,0,7.88,54.4,3935.0,,4.9,2.9,0.11,0.32624875968408956,0.198
STU_0246,average,2023-11-25,13,1,0,7.36,36.9,5814.0,3.5,,1.7,0.9,0.6512719961089183,0.216
STU_0037,average,2023-09-30,5,1,0,7.32,56.7,9657.0,5.1,4.2,2.6,1.91,0.5331487526819967,0.283
STU_0231,high_performer,2023-11-23,12,0,1,,88.8,5423.0,3.6,6.3,2.5,2.07,0.6764087188416785,0.478
STU_0215,average,2023-12-23,17,1,0,6.0,22.0,8932.0,7.1,2.9,4.1,0.0,0.3103771935632118,0.428
STU_0277,struggling,2023-10-22,8,1,1,4.29,13.3,11578.0,8.7,,5.6,0.3,0.34480867820011124,0.502
STU_0332,burnout_risk,2023-11-06,10,0,0,4.61,42.6,9253.0,8.4,1.0,4.7,1.56,0.562464081972008,0.559
STU_0106,average,2023-12-22,17,0,0,6.92,,6032.0,6.4,3.4,3.0,1.82,0.5785620887002307,0.413
STU_0103,struggling,2023-11-03,10,0,0,5.25,31.8,9600.0,8.5,1.0,5.0,0.48,0.4393135938437884,0.546
STU_0176,average,2023-11-08,10,0,0,7.61,50.5,5271.0,6.0,1.9,4.1,2.04,0.45153803651793906,0.248
STU_0500,burnout_risk,2023-09-05,1,0,0,5.79,80.0,,9.1,1.0,4.3,1.73,0.5946229185574787,0.508
STU_0231,high_performer,2023-11-01,9,0,0,6.77,108.4,6862.0,1.3,,2.0,1.73,0.48270222763100323,0.246
STU_0126,struggling,2023-09-05,1,0,0,5.08,14.9,5020.0,5.0,2.5,3.6,2.26,0.3896430994646035,0.421
STU_0351,average,2023-11-26,13,1,0,7.1,51.8,6623.0,4.5,4.3,2.6,2.22,0.43720065526818996,0.247
STU_0394,high_performer,2023-12-24,17,1,0,7.83,56.3,9129.0,2.2,6.3,0.9,,0.5663394186706123,0.178
STU_0379,average,2023-11-01,9,0,0,5.61,79.3,5191.0,5.8,3.7,2.9,2.19,0.4652765967980463,0.403
STU_0282,average,2023-10-31,9,0,0,6.4,28.2,5938.0,,3.2,2.4,2.29,0.5610097997958253,0.302
STU_0070,high_performer,2023-09-25,4,0,0,8.37,89.8,9373.0,5.2,2.8,3.6,0.86,0.4345233935744863,0.301
STU_0331,struggling,2023-11-19,12,1,1,4.57,10.6,9886.0,10.0,1.0,4.1,1.59,0.36538638678550306,0.544
STU_0390,high_performer,2023-12-24,17,1,0,8.54,60.4,6437.0,,3.3,3.3,1.36,0.4603348043019228,0.244
STU_0361,struggling,2023-09-22,4,0,0,5.31,29.9,7558.0,7.5,1.0,3.1,0.6,0.3535633200736309,0.47
STU_0432,average,2023-09-25,4,0,0,7.65,,7440.0,5.2,3.2,2.3,1.19,0.3511589786367645,0.222
STU_0297,burnout_risk,2023-09-08,2,0,0,3.88,59.1,4300.0,8.4,1.0,3.3,,0.3470110492447339,0.563
STU_0447,average,2023-11-20,12,0,1,5.33,62.3,6278.0,6.3,3.7,3.3,1.51,0.4579421231189315,0.391
STU_0290,average,2023-12-15,16,0,1,,58.7,3434.0,6.8,2.0,5.1,1.3,0.3380218941950868,0.5
STU_0492,average,2023-10-23,8,0,1,5.26,82.2,9427.0,8.5,4.5,5.0,0.37,0.4814919289534876,0.532
STU_0304,struggling,2023-11-09,10,0,0,5.81,,4582.0,9.3,,4.7,0.21,0.24417571475778388,0.574
STU_0065,high_performer,2023-11-28,13,0,0,8.96,96.5,4807.0,3.4,7.3,2.2,0.69,0.6232850020994543,0.215
STU_0066,high_performer,2023-10-05,5,0,0,7.84,85.0,5439.0,4.1,4.8,3.4,1.45,0.6137963437838434,0.31
STU_0128,average,2023-11-14,11,0,0,6.98,45.9,5402.0,4.5,5.0,,0.81,0.5838388974350892,0.276
STU_0451,struggling,2023-11-07,10,0,0,5.46,52.6,7879.0,6.1,3.6,3.3,0.0,0.4774610854800861,0.468
STU_0146,average,2023-10-22,8,1,1,4.98,47.5,10039.0,9.1,,3.2,0.0,0.3930334489094389,0.578
STU_0455,average,2023-09-04,1,0,0,7.6,52.9,,6.2,2.7,3.7,1.2,0.6970470602903136,0.31
STU_0407,struggling,2023-12-10,15,1,1,4.33,35.4,7939.0,10.0,1.0,5.5,,0.22166161464813408,0.566
STU_0009,burnout_risk,2023-09-04,1,0,0,4.89,83.2,8084.0,8.7,1.0,3.6,0.75,0.4718092111189738,0.527
STU_0141,struggling,2023-09-24,4,1,0,6.58,7.9,9072.0,6.5,1.0,2.6,0.86,0.3401749495553087,0.378
STU_0108,average,2023-10-23,8,0,1,4.31,66.7,7374.0,7.7,,4.4,2.03,0.6690239176306758,0.499
STU_0130,high_performer,2023-11-23,12,0,1,6.65,117.3,7387.0,6.8,,3.0,1.46,0.4703934732340446,0.53
STU_0344,burnout_risk,2023-11-06,10,0,0,5.09,63.6,5187.0,,1.8,3.6,1.26,0.5481475165972725,0.475
STU_0263,high_performer,2023-10-21,8,1,1,3.66,65.4,4967.0,7.7,3.6,4.6,0.32,0.5332559247616621,0.633
STU_0230,struggling,2023-11-15,11,0,0,6.68,0.0,8826.0,8.4,1.0,4.8,0.6,0.3502271967422402,0.409
STU_0315,average,2023-12-01,14,0,1,5.23,97.4,4802.0,4.7,,3.5,1.64,0.7132184542497091,0.39
STU_0375,burnout_risk,2023-11-12,11,1,0,5.98,54.6,10174.0,7.6,2.0,3.8,1.35,0.37697999952794375,0.487
STU_0302,high_performer,2023-09-25,4,0,0,7.65,76.8,7321.0,6.9,,4.0,1.17,0.4168814597768164,0.449
STU_0229,average,2023-09-23,4,1,0,7.3,51.9,5328.0,3.1,5.8,2.5,0.08,0.5285655553461585,0.217
STU_0434,average,2023-10-11,6,0,0,6.63,36.1,4242.0,4.8,5.7,2.5,2.96,0.44249700632308475,0.285
STU_0394,high_performer,2023-10-20,8,0,1,6.1,95.2,6181.0,7.5,3.5,3.1,0.99,0.4883647595241958,0.503
STU_0063,average,2023-11-27,13,0,0,5.31,67.3,10191.0,,3.0,3.0,,0.4829672006866478,0.48
STU_0107,average,2023-11-29,13,0,0,8.01,75.7,7485.0,4.2,4.7,,1.65,0.5294393519544905,0.204
STU_0432,average,2023-12-12,15,0,1,4.41,71.7,7098.0,7.1,2.1,2.6,1.51,0.6116228717919187,0.527
STU_0302,high_performer,2023-12-04,14,0,1,7.05,134.1,6408.0,6.7,4.7,,0.74,0.5638897348882503,0.508
STU_0318,average,2023-09-22,4,0,0,6.01,47.8,7197.0,,3.8,3.7,2.94,0.5110654728907238,0.338
STU_0233,struggling,2023-11-05,10,1,0,6.3,0.0,4732.0,6.8,1.3,2.9,2.05,0.38123842654748313,0.406
STU_0142,struggling,2023-11-21,12,0,1,4.76,39.1,,9.0,1.0,4.2,1.44,0.33560865814251617,0.636
STU_0422,average,2023-10-12,6,0,0,6.76,45.6,2412.0,,5.7,1.2,0.49,0.5541667546746243,0.282
STU_0260,struggling,2023-10-14,7,1,1,4.38,0.0,4731.0,9.3,1.0,4.0,0.0,0.32811968135415065,0.518
STU_0408,struggling,2023-11-01,9,0,0,6.38,33.1,7734.0,6.4,1.3,4.5,0.88,0.42380332798794645,0.429
STU_0286,struggling,2023-11-24,13,0,0,5.26,34.6,,6.6,3.0,2.8,1.0,0.41028057383456207,0.304
STU_0047,average,2023-11-30,13,0,0,6.18,71.7,6492.0,3.3,5.0,,2.68,0.5265249454486247,0.289
STU_0315,average,2023-09-11,2,0,0,6.55,17.4,7368.0,,6.2,3.5,0.1,0.4476139831212625,0.327
STU_0272,high_performer,2023-09-12,2,0,0,8.55,74.8,5156.0,5.2,5.5,3.9,1.61,0.5880134339220188,0.236
STU_0315,average,2023-12-23,17,1,0,8.04,54.0,4464.0,3.4,5.4,3.0,0.72,0.565411336358228,0.194
STU_0280,average,2023-09-15,3,0,1,5.37,63.5,7436.0,7.7,1.3,3.3,0.37,0.44315592840423923,0.435
STU_0416,struggling,2023-12-17,16,1,1,5.04,22.3,8412.0,7.0,1.0,3.1,0.59,0.37739899688867395,0.411
STU_0052,average,2023-10-23,8,0,1,4.73,102.2,6599.0,7.3,2.8,3.0,1.09,0.6348823364310798,0.596
STU_0384,average,2023-10-21,8,1,1,3.82,31.4,8252.0,8.1,2.1,3.4,0.0,0.300986169452934,0.589
STU_0080,average,2023-10-29,9,1,0,8.1,27.6,7005.0,7.1,1.7,3.8,0.96,0.3521150062055766,0.302
STU_0473,struggling,2023-10-07,6,1,0,5.96,40.8,8769.0,,1.0,3.8,,0.34657426991087603,0.425
STU_0245,average,2023-10-11,6,0,0,5.7,27.7,7681.0,6.3,4.2,4.0,0.96,0.46125930759230155,0.352
STU_0298,average,2023-11-10,11,0,0,7.87,29.6,3885.0,4.4,3.3,3.2,0.0,0.5043123559236039,0.237
STU_0336,burnout_risk,2023-10-15,7,1,1,4.17,40.0,5310.0,10.0,,5.0,0.0,0.21996011798033827,0.613
STU_0403,burnout_risk,2023-12-24,17,1,0,5.44,50.0,5812.0,7.4,1.0,,0.01,0.4062207025959739,0.36
STU_0337,high_performer,2023-11-02,9,0,0,,108.9,2474.0,1.9,,3.1,0.0,0.5167875447655244,0.256
STU_0005,high_performer,2023-10-15,7,1,1,5.78,,12403.0,5.9,4.9,,0.0,0.43687275342741516,0.401
STU_0468,high_performer,2023-10-15,7,1,1,5.03,82.7,7985.0,3.6,4.6,2.6,1.1,0.37256337295454633,0.413
STU_0347,average,2023-12-21,16,0,1,5.09,76.6,3515.0,8.7,3.2,4.9,1.84,0.4109032883850857,0.503
STU_0392,average,2023-09-24,4,1,0,6.69,0.0,7013.0,5.2,3.6,1.7,0.58,0.45611724518616864,0.335
STU_0202,average,2023-11-02,9,0,0,5.76,50.6,5734.0,4.9,3.2,3.5,1.84,0.6097790008945178,0.462
STU_0173,struggling,2023-09-17,3,1,1,4.08,3.8,9670.0,9.3,1.0,5.1,1.08,0.41922703659540855,0.492
STU_0103,struggling,2023-10-06,6,0,0,6.21,24.6,6309.0,6.6,1.5,3.6,0.55,0.39248727813764006,0.396
STU_0456,average,2023-11-02,9,0,0,6.25,61.5,6242.0,4.4,5.2,3.1,,0.6766520296167988,0.379
STU_0176,average,2023-10-27,9,0,0,6.64,72.5,6357.0,,5.5,3.9,2.04,0.6591271708345438,0.141
STU_0303,average,2023-12-28,17,0,0,7.17,43.7,6542.0,4.7,,2.3,,0.611210640091158,0.347
STU_0469,struggling,2023-10-24,8,0,1,2.82,25.7,4279.0,9.2,1.0,5.5,1.33,0.23748755182101544,0.554
STU_0446,struggling,2023-12-01,14,0,1,4.61,26.1,7622.0,7.8,1.8,3.0,1.92,0.4111200668275524,0.486
STU_0331,struggling,2023-11-27,13,0,0,5.85,2.5,,7.2,1.3,4.7,0.54,0.45257988858535003,0.333
STU_0039,struggling,2023-09-17,3,1,1,3.75,0.0,7317.0,8.2,1.0,3.5,1.39,0.2419881515031832,0.496
STU_0156,struggling,2023-11-18,12,1,1,4.07,20.6,7656.0,9.1,1.1,4.2,0.52,0.4718662707913621,0.572
STU_0376,struggling,2023-10-09,6,0,0,6.94,36.7,5334.0,9.0,1.5,3.9,0.13,0.34107067489251286,0.452
STU_0438,average,2023-09-22,4,0,0,6.81,69.6,7591.0,4.7,6.0,3.9,0.06,0.5785885657648698,0.342
STU_0222,average,2023-09-16,3,1,1,5.51,22.0,6472.0,7.0,4.3,5.5,,0.2972393586668445,0.468
STU_0401,high_performer,2023-12-02,14,1,1,6.01,114.4,7255.0,5.7,5.5,3.3,1.8,0.6451993758051446,0.424
STU_0076,struggling,2023-12-07,14,0,1,5.74,58.1,831.0,7.8,1.0,3.0,1.42,0.42561732200181374,0.426
STU_0005,high_performer,2023-11-19,12,1,1,5.36,61.0,6617.0,5.8,,1.8,,0.35882373953264574,0.434
STU_0214,average,2023-10-08,6,1,0,6.5,,10212.0,6.5,4.8,3.3,0.0,0.20680431884121706,0.399
STU_0286,struggling,2023-11-23,12,0,1,3.61,52.9,4859.0,7.8,1.0,2.6,0.57,0.30435574859369247,0.586
STU_0148,high_performer,2023-10-07,6,1,0,6.76,54.0,9580.0,3.6,5.8,2.2,2.16,0.39877387759323507,0.152
STU_0146,average,2023-12-25,17,0,0,6.16,52.0,7799.0,3.7,3.6,4.0,1.62,0.5530956825466785,0.231
STU_0488,average,2023-10-28,9,1,0,6.2,29.7,7956.0,5.1,4.0,2.6,0.63,0.8104311524707729,0.404
STU_0337,high_performer,2023-11-16,11,0,0,7.16,83.1,180.0,3.9,4.4,3.9,1.55,0.5616173748488363,0.357
STU_0155,average,2023-11-03,10,0,0,5.67,41.3,3892.0,5.1,2.9,2.8,1.33,0.5349724662962011,0.381
STU_0392,average,2023-11-27,13,0,0,7.99,40.0,4613.0,6.0,4.3,4.0,1.54,0.3095050713545073,0.309
STU_0330,average,2023-09-14,2,0,0,6.3,,4526.0,4.8,5.2,2.5,,0.6285248092535457,0.355
STU_0383,struggling,2023-09-20,3,0,1,4.96,,6509.0,10.0,1.0,,0.6,0.2769422780603831,0.591
STU_0372,struggling,2023-09-03,1,1,0,5.22,13.6,6842.0,8.4,,5.0,1.08,0.44024769536249314,0.474
STU_0446,struggling,2023-09-01,1,0,0,6.51,18.3,,5.8,1.0,4.1,1.51,0.38137944255742895,0.384
STU_0084,average,2023-12-09,15,1,1,3.47,14.8,8223.0,5.9,5.4,2.9,0.27,0.3619149501577932,0.406
STU_0148,high_performer,2023-10-09,6,0,0,8.16,76.2,,2.2,,2.4,1.58,0.6177255014906008,0.109
STU_0024,average,2023-12-19,16,0,1,4.95,66.2,8772.0,5.9,4.9,,3.5,0.3162309027798834,0.454
STU_0468,high_performer,2023-11-03,10,0,0,8.59,86.1,3959.0,2.2,5.9,1.4,1.06,0.460842042000333,0.116
STU_0080,average,2023-11-15,11,0,0,5.54,51.8,6939.0,2.1,6.5,1.4,0.81,0.5550403682717894,0.192
STU_0324,high_performer,2023-11-28,13,0,0,7.24,114.2,,3.1,6.2,3.4,1.41,0.7034297637457683,0.307
STU_0463,average,2023-09-25,4,0,0,7.06,65.5,6504.0,6.8,3.2,4.1,1.58,0.4058808447277521,0.436
STU_0353,average,2023-10-15,7,1,1,3.47,64.6,8155.0,7.1,3.8,3.9,1.05,0.4786479952652551,0.613
STU_0387,struggling,2023-10-23,8,0,1,3.39,38.3,7243.0,7.4,1.8,3.8,0.41,0.49631794805314094,0.528
STU_0196,average,2023-10-20,8,0,1,4.45,59.3,9336.0,6.8,1.0,4.3,2.19,0.5235429750505597,0.452
STU_0248,average,2023-11-22,12,0,1,5.05,52.4,3942.0,9.2,1.0,6.6,0.87,0.5620765955839562,0.586
STU_0285,high_performer,2023-10-24,8,0,1,6.49,72.7,5533.0,3.9,6.4,1.6,0.0,0.73602091363618,0.354
STU_0151,average,2023-10-13,7,0,1,5.02,66.2,6729.0,10.0,1.0,5.8,1.04,0.4390641603322026,0.57
STU_0268,high_performer,2023-10-24,8,0,1,5.67,89.6,7238.0,7.0,4.7,3.0,,0.5013060947695287,0.46
STU_0115,struggling,2023-09-21,3,0,1,6.37,46.2,5063.0,9.5,,4.6,0.26,0.43625180704951483,0.437
STU_0137,average,2023-12-12,15,0,1,5.07,66.6,4612.0,7.7,2.0,3.4,0.0,0.46845136119187225,0.559
STU_0357,high_performer,2023-10-03,5,0,0,6.97,95.1,,3.0,7.2,1.6,1.66,0.5145612703810969,0.31
STU_0395,average,2023-12-16,16,1,1,5.53,34.1,8108.0,8.1,4.0,3.2,,0.4997057384162701,0.519
STU_0500,burnout_risk,2023-11-26,13,1,0,5.63,,6761.0,8.6,1.0,5.0,0.0,0.34812515458567184,0.475
STU_0373,average,2023-09-21,3,0,1,,56.9,7385.0,5.7,3.7,3.8,1.97,0.30104340421369,0.326
STU_0388,average,2023-11-05,10,1,0,6.44,23.6,9103.0,4.4,,2.7,1.01,0.6971934417819126,0.238
STU_0051,average,2023-10-10,6,0,0,4.59,40.6,4578.0,3.2,4.4,2.6,1.47,0.6571999673987072,0.283
STU_0267,average,2023-09-15,3,0,1,5.58,74.6,6417.0,4.8,4.0,,1.82,0.42413532580110647,0.31
STU_0166,average,2023-09-01,1,0,0,6.0,41.5,3984.0,5.6,4.7,2.7,1.41,0.545070689357736,0.329
STU_0417,average,2023-12-01,14,0,1,5.52,94.7,7415.0,8.1,2.4,3.1,0.31,0.4158713054183202,0.553
STU_0240,average,2023-11-27,13,0,0,6.54,50.7,3796.0,5.6,3.9,3.7,2.03,0.5120060507878298,0.272
STU_0475,burnout_risk,2023-09-08,2,0,0,6.02,52.8,5881.0,7.3,1.8,,0.58,0.36576914028610713,0.357
STU_0125,struggling,2023-10-02,5,0,0,5.02,42.3,7362.0,8.1,2.8,3.2,0.11,0.3839096285561383,0.528
STU_0443,struggling,2023-10-09,6,0,0,6.29,25.2,9402.0,7.5,1.6,3.0,2.15,0.4429610397599835,0.431
STU_0416,struggling,2023-11-30,13,0,0,5.56,16.6,1781.0,8.0,1.8,3.7,0.13,0.22318256434802652,0.473
STU_0475,burnout_risk,2023-11-23,12,0,1,2.0,69.4,8327.0,10.0,1.0,5.4,1.85,0.45931544946522385,0.747
STU_0037,average,2023-09-02,1,1,0,7.08,45.1,13784.0,3.9,5.4,3.5,0.57,0.6675827278319246,0.265
STU_0279,struggling,2023-12-17,16,1,1,4.21,0.0,9175.0,10.0,1.0,4.2,0.0,0.35917266689591304,0.566
STU_0272,high_performer,2023-10-30,9,0,0,7.67,109.8,7029.0,4.2,6.7,1.3,1.04,0.565696875542852,0.221
STU_0459,average,2023-10-18,7,0,1,5.34,86.7,6320.0,8.1,,3.4,1.62,0.4311781156150112,0.476
STU_0393,struggling,2023-12-27,17,0,0,6.39,,7630.0,6.8,1.0,2.8,2.05,0.39198920245375385,0.407
STU_0136,high_performer,2023-10-25,8,0,1,,122.5,7954.0,7.1,3.5,2.2,0.0,0.5795817080686984,0.518
STU_0095,average,2023-10-10,6,0,0,,49.1,9120.0,6.8,2.8,3.8,1.32,0.48855765138367746,0.434
STU_0392,average,2023-09-15,3,0,1,5.49,78.6,7381.0,7.4,4.9,1.8,1.61,0.5381533013601653,0.546
STU_0079,burnout_risk,2023-10-08,6,1,0,,55.4,9729.0,6.8,1.3,3.3,1.09,0.49738263886600687,0.457
STU_0278,struggling,2023-10-17,7,0,1,5.31,40.9,4567.0,9.6,1.0,4.2,0.66,0.4113585390364156,0.555
STU_0376,struggling,2023-09-16,3,1,1,4.03,10.2,9572.0,,1.0,4.2,2.37,0.3622181788743556,0.681
STU_0153,struggling,2023-12-23,17,1,0,6.18,0.0,10730.0,8.0,1.0,3.4,,0.14867394136947382,0.354
STU_0118,struggling,2023-10-08,6,1,0,6.55,8.4,8517.0,6.5,1.4,3.5,0.39,0.3762868785179774,0.413
STU_0481,high_performer,2023-11-05,10,1,0,6.97,93.2,5655.0,2.5,6.0,1.8,,0.6939729886431533,0.181
STU_0130,high_performer,2023-11-12,11,1,0,8.22,70.1,6817.0,3.1,6.7,2.2,2.07,0.5488026916999111,0.154
STU_0286,struggling,2023-12-25,17,0,0,6.29,10.6,4465.0,6.8,1.0,3.8,2.9,0.29145651349578033,0.372
STU_0216,high_performer,2023-11-07,10,0,0,7.32,104.0,5192.0,3.8,6.3,1.9,1.03,0.5659102376778629,0.311
STU_0383,struggling,2023-10-18,7,0,1,3.08,11.7,4834.0,9.1,2.8,4.9,0.55,0.3155984595518037,0.634
STU_0200,high_performer,2023-11-04,10,1,0,7.31,83.4,10372.0,1.0,6.9,1.5,1.67,0.5648968022591196,0.062
STU_0219,average,2023-11-25,13,1,0,7.34,35.6,2598.0,4.4,5.4,1.9,1.3,0.4222780998888465,0.251
STU_0226,average,2023-12-16,16,1,1,6.47,47.1,10094.0,7.8,1.8,3.7,0.94,0.36177935896253727,0.434
STU_0347,average,2023-09-30,5,1,0,6.56,31.7,4665.0,5.7,3.0,4.5,0.61,0.43313816127081134,0.381
STU_0238,burnout_risk,2023-10-31,9,0,0,5.0,70.3,7321.0,6.8,1.0,3.0,0.27,0.41212553250180584,0.507
STU_0058,struggling,2023-11-13,11,0,0,5.05,,7355.0,5.9,1.4,3.2,1.38,0.4145281946576026,0.515
STU_0454,average,2023-11-28,13,0,0,6.55,50.7,6436.0,6.9,4.3,4.0,1.52,0.2844269940681064,0.349
STU_0325,struggling,2023-12-11,15,0,1,6.62,35.1,6232.0,10.0,1.0,6.0,0.0,0.31537526525727866,0.499
STU_0078,struggling,2023-12-08,15,0,1,3.94,62.3,,9.1,2.8,5.8,0.04,0.4212104855465653,0.622
STU_0132,struggling,2023-11-12,11,1,0,7.74,0.0,12096.0,8.1,1.1,4.3,1.13,0.3236922896076956,0.302
STU_0286,struggling,2023-09-11,2,0,0,5.65,46.3,3684.0,7.2,1.0,,0.46,0.48492875574561534,0.411
STU_0222,average,2023-10-28,9,1,0,6.83,17.7,9316.0,3.5,4.0,2.6,2.1,0.43027102946089474,0.255
STU_0329,struggling,2023-10-24,8,0,1,5.88,42.3,2179.0,9.3,1.0,4.3,0.0,0.5993282821127384,0.451
STU_0430,struggling,2023-09-11,2,0,0,5.59,48.5,7667.0,7.5,2.0,3.6,1.31,0.28167246684302605,0.496
STU_0245,average,2023-10-16,7,0,1,5.7,65.3,3183.0,7.3,3.4,3.0,0.0,0.35223996590873563,0.512
STU_0452,struggling,2023-09-16,3,1,1,4.36,16.5,4367.0,10.0,1.0,,0.47,0.4665324208317816,0.531
STU_0007,high_performer,2023-11-08,10,0,0,7.91,72.3,8441.0,,5.3,1.7,2.3,0.5555263268789261,0.258
STU_0136,high_performer,2023-11-07,10,0,0,7.82,106.3,8811.0,2.7,6.2,2.3,2.78,0.47601035646433776,0.272
STU_0216,high_performer,2023-11-04,10,1,0,8.09,87.2,12176.0,3.8,6.3,3.8,0.13,0.5632810293254017,0.228
STU_0448,burnout_risk,2023-10-15,7,1,1,4.79,60.7,11126.0,10.0,1.0,4.6,0.99,0.4326626076954565,0.56
STU_0389,average,2023-09-25,4,0,0,6.67,81.1,7692.0,5.0,4.5,,1.58,0.39249964224571593,0.313
STU_0322,average,2023-10-30,9,0,0,6.16,38.7,5879.0,4.4,6.2,3.7,0.96,0.4479530410663806,0.299
STU_0014,burnout_risk,2023-11-21,12,0,1,3.99,65.4,6057.0,10.0,1.0,4.5,0.0,0.40888585364205043,0.595
STU_0428,struggling,2023-09-24,4,1,0,6.93,34.7,,9.3,1.9,3.8,0.21,0.5604491259210796,0.413
STU_0306,high_performer,2023-12-12,15,0,1,5.08,94.3,4504.0,4.6,4.7,3.3,1.94,0.7700639793633558,0.5
STU_0497,average,2023-10-14,7,1,1,4.97,15.3,6062.0,6.8,2.2,4.3,0.84,0.3542299838426941,0.44
STU_0403,burnout_risk,2023-10-27,9,0,0,5.2,65.2,8675.0,6.1,1.0,3.0,1.44,0.5267201516025185,0.431
STU_0289,struggling,2023-10-17,7,0,1,3.81,43.5,8150.0,8.2,1.0,4.1,1.23,0.2868235730219699,0.53
STU_0268,high_performer,2023-11-01,9,0,0,7.51,75.0,9530.0,2.1,7.3,2.0,1.45,0.5892556919611202,0.204
STU_0085,average,2023-10-16,7,0,1,6.05,73.8,6890.0,6.9,1.3,4.0,1.91,0.5770211199289127,0.408
STU_0161,average,2023-09-01,1,0,0,5.98,38.2,937.0,2.3,5.5,2.1,2.02,0.582793523106655,0.22
STU_0107,average,2023-12-13,15,0,1,4.92,62.3,5996.0,8.9,4.9,3.2,0.17,0.5313718844342288,0.697
STU_0084,average,2023-12-08,15,0,1,5.14,78.3,5324.0,7.6,2.2,3.7,0.0,0.5642579723344415,0.553
STU_0449,average,2023-09-15,3,0,1,4.29,86.9,6802.0,7.0,1.2,3.0,0.0,0.523253186296543,0.513
STU_0215,average,2023-10-16,7,0,1,4.2,63.5,2197.0,8.3,3.3,3.3,0.0,0.49722452587473165,0.562
STU_0258,struggling,2023-10-07,6,1,0,6.13,24.7,7535.0,6.9,2.0,3.1,1.58,0.37962900150118767,0.418
STU_0430,struggling,2023-10-29,9,1,0,6.64,,8830.0,6.0,1.0,3.7,,0.27311792705315996,0.353
STU_0143,average,2023-12-16,16,1,1,5.69,48.0,6291.0,8.4,2.4,,0.87,0.6207403589296733,0.364
STU_0477,struggling,2023-09-13,2,0,0,5.72,36.5,7366.0,6.2,,4.2,2.07,0.4141199222251696,0.332
STU_0396,average,2023-12-29,18,0,0,5.93,44.3,4253.0,3.0,5.1,2.6,1.69,0.3014997757133232,0.322
STU_0258,struggling,2023-11-10,11,0,0,5.69,9.3,6000.0,6.5,1.0,3.3,1.21,0.6038875989709932,0.374
STU_0147,struggling,2023-12-28,17,0,0,4.38,28.4,5313.0,6.4,1.0,,0.98,0.3103691264366,0.435
STU_0381,struggling,2023-10-16,7,0,1,4.2,32.0,5382.0,9.8,1.0,3.6,0.0,0.3850962842292881,0.625
STU_0006,average,2023-11-02,9,0,0,6.04,62.8,5995.0,5.0,,2.2,1.16,0.5695370054531169,0.296
STU_0496,struggling,2023-11-07,10,0,0,,11.8,7146.0,7.6,1.0,3.9,2.76,0.3982031778610039,0.352
STU_0269,high_performer,2023-09-06,1,0,0,8.06,101.2,,6.0,4.6,3.3,1.21,0.3985701265886462,0.307
STU_0164,struggling,2023-09-16,3,1,1,3.75,22.4,7563.0,9.0,1.5,4.5,1.34,0.4943704189302309,0.615
STU_0412,average,2023-12-23,17,1,0,5.74,25.5,9608.0,4.7,,4.6,1.57,0.5376477951789569,0.275
